"key","source","context","af","ar","bn","zh-CN","zh-TW","cs","nl","en","et","fr","de","el","he","hi","hu","id","it","ja","ko","no","fa","pl","pt-PT","ru","es-ES","sv-SE","tr","uk","vi"
"TR_PIN_SUBHEADING","Protect device from unauthorized access by using a strong pin.","Subheading on PIN page","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_SET_PIN","Set pin","Button text","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_PIN_ENTERING_DESCRIPTION","In order to secure maximum security, we do not display pin on your computer. We will just show a blind matrix, real layout is displayed on your device.","Text describe how to enter PIN o trezor device","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_FIRST_PIN_ENTERED","Good. You entered a new pin. But to make sure you did not make mistake, please enter it again. Look at your device now, numbers are now different.","Text describing what happens after user enters PIN for the first time.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_PIN_SET_SUCCESS","Purfect! Your device is now secured by pin.","Longer text indicating PIN was set succesfully.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_PIN_ERROR_TROUBLESHOOT","Are you confused, how PIN works? You can always refer to our {TR_DOCUMENTATION}","Troubleshooting text after user enters second PIN incorrectly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_DOCUMENTATION","documentation","Link to trezor documentation (wiki)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_START_AGAIN","Start again","Button text","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_SECURITY_HEADING","Basic setup is done, but...","Heading in security page","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_SECURITY_SUBHEADING","Good job, your wallet is ready. But we strongly recommend you to spend few more minutes and improve your security.","Text in security page","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_GO_TO_SECURITY","Take me to security (recommended)","Button in security page (start security setup)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_SKIP_SECURITY","Skip for now","Button in security page (skip security setup)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_SELECT_YOUR_DEVICE_HEADING","Select your device","Heading on select your device page","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_MODEL_ONE","Model one","Name of Trezor model 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_MODEL_T","Model T","Name of Trezor model T","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_RECOVER_HEADING","Recover your device","Heading in recover page","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_RECOVER_SUBHEADING","It is possible to re-create device from bip39 backup. First of all, chose number of words of your backup.","Subheading in recover page. Basic info about recovery","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_RECOVER_SUBHEADING_MODEL_T","On model T the entire recovery process is doable on device.","Subheading in recover page. Basic info about recovery","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_WORDS","{count} words","Number of words. For example: 12 words","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_START_RECOVERY","Start recovery","Button.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_RECOVERY_TYPES_DESCRIPTION","Both methods are safe. Basic recovery uses on computer input of words in randomized order. Advanced recovery uses on-screen input to load your recovery seed. {TR_LEARN_MORE_LINK}","There are two methods of recovery for T1. This is a short explanation text.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_BASIC_RECOVERY_OPTION","Basic recovery (2 minutes)","Button for selecting basic recovery option","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_ADVANCED_RECOVERY_OPTION","Advanced recovery (5 minutes)","Button for selecting advanced recovery option","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_ENTER_SEED_WORDS_INSTRUCTION","Enter words from your seed in order displayed on your device.","User is instructed to enter words from seed (backup) into the form in browser","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_RANDOM_SEED_WORDS_DISCLAIMER","Please note, that to maximaze security, your device will ask you to enter {count} fake words that are not part of your seed.","User is instructed to enter words from seed (backup) into the form in browser","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_CHECK_YOUR_DEVICE","Check your device","Placeholder in seed input asking user to pay attention to his device","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_MORE_WORDS_TO_ENTER","{count} words to enter.","How many words will user need to enter before recovery is finished.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_RECOVERY_ERROR","Device recovery failed with error: {error}","Error during recovery. For example wrong word retyped or device disconnected","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_RECOVERY_SUCCESS","Excellent, you recovered device from seed.","This is displayed upon successful recovery","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_WELCOME_TO_TREZOR","Welcome to Trezor","Welcome message on welcome page, heading.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_WELCOME_TO_TREZOR_TEXT","Welcome to Trezor, bla bla bla. we are cool as fuck.","Welcome message on welcome page, longer text.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_GET_STARTED","Get started","Button on welcome page","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_USE_WALLET_NOW","Use wallet now","Button on welcome page, use can take shorcut directly to wallet","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_NEW_COMMUNICATION_TOOL","New communication tool to facilitate the connection between your Trezor and your internet browser.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_DOWNLOAD_LATEST_BRIDGE","Download latest Bridge {version}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_LEARN_MORE_ABOUT_LATEST_VERSION","Learn more about latest version in {TR_CHANGELOG}.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_CHANGELOG","Changelog","Part of the sentence: Learn more about latest version in {TR_CHANGELOG}.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_CHECK_PGP_SIGNATURE","Check PGP signature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_DONT_UPGRADE_BRIDGE","No, I don't want to upgrade Bridge now","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_TAKE_ME_BACK_TO_WALLET","Take me back to the wallet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_DEVICE_SETTINGS","Device settings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_APPLICATION_SETTINGS","Application settings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_SELECT_COINS_LINK","application settings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_ACCOUNT_HASH","Account #{number}","Used in auto-generated account label","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_DEVICE_LABEL_ACCOUNT_HASH","{deviceLabel} Account #{number}","Used in auto-generated account label","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_LOOKS_LIKE_IT_IS_DEVICE_LABEL","Looks like it is {deviceLabel} Account #{number} address of {network} network","Example: Looks like it is My Trezor Account #1 address of ETH network","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_IMPORTED_ACCOUNT_HASH","Imported account #{number}","Used in auto-generated label for imported accounts","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_CLEAR","Clear","Clear form button","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_CHECK_FOR_DEVICES","Check for devices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_ADDRESS","Address","Used as label for receive/send address input","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_LOADING_DOT_DOT_DOT","Loading...","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_TAKE_ME_TO_BITCOIN_WALLET","Take me to the Bitcoin wallet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_I_WILL_DO_THAT_LATER","I’ll do that later.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_SHOW_DETAILS","Show details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_UPGRADE_FOR_THE_NEWEST_FEATURES_DOT","Upgrade for the newest features.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_LEARN_MORE","Learn more","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_GO_TO_STANDARD_WALLET","Go to your standard wallet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_GO_TO_HIDDEN_WALLET","Go to your hidden wallet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_FORGET_DEVICE","Forget device","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_CLOSE","Close","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_HIDE_BALANCE","Hide balance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_THE_ACCOUNT_BALANCE_IS_HIDDEN","The account balance is hidden.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_IF_YOUR_DEVICE_IS_EVER_LOST","If your device is ever lost or damaged, your funds will be lost. Backup your device first, to protect your coins against such events.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_CREATE_BACKUP_IN_3_MINUTES","Create a backup in 3 minutes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_YOUR_TREZOR_IS_NOT_BACKED_UP","Your Trezor is not backed up","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_SHOW_ADDRESS_I_WILL_TAKE_THE_RISK","Show address, I will take the risk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_HIGH_FEE","High","fee level","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_NORMAL_FEE","Normal","fee level","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_LOW_FEE","Low","fee level","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_CUSTOM_FEE","Custom","fee level","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TR_TRY_AGAIN","Try again","Try to run the proccess again","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
